epoch,time(s),train_loss,test_loss,test_acc(%)
001,00126,0.508079,0.58921,80.25
002,00153,0.465586,0.58382,80.54
003,00151,0.444693,0.62243,79.14
004,00151,0.464108,0.58808,80.26
005,00152,0.451084,0.53716,82.19
006,00150,0.427199,0.53340,82.73
007,00151,0.446836,0.56688,81.03
008,00150,0.414556,0.52435,82.24
009,00151,0.416857,0.63738,79.93
010,00153,0.386315,0.47698,83.91
